date,time,seq_length,trial_id,val_f1,val_auc,val_recall,val_precision,d_model,lr,d_ff,e_layers,top_k,num_kernels,dropout,batch_size,patience,val_threshold,best_test_threshold,best_val_so_far,best_trial_id,test_f1,test_auc,test_recall,test_precision,gap_val_test,is_enqueued,status
2026-07-08,22:51:18,4,83,0.7094,0.8389,0.6879,0.7322,128,0.001260166653050406,4,3,2,3,0.2274204614967979,16,5,0.54,0.37,0.7094,83,0.6821,0.8381,0.6361,0.7353,0.0272,False,OK
2026-07-08,21:05:57,4,51,0.7089,0.8412,0.7134,0.7044,32,0.0007914395355568764,512,2,2,6,0.27772898040543464,16,5,0.34,0.34,0.7089,51,0.6944,0.8329,0.6997,0.6892,0.0144,False,OK
2026-07-08,19:02:12,4,19,0.7065,0.833,0.6783,0.737,256,0.0006185946884864982,64,2,2,6,0.04736331165800667,8,5,0.54,0.51,0.7065,19,0.6711,0.8205,0.6361,0.7102,0.0353,False,OK
2026-07-08,18:05:35,4,5,0.7061,0.8427,0.6847,0.7288,64,0.0004105410738776579,128,3,2,4,0.20802720847112433,8,5,0.36,0.33,0.7061,5,0.6961,0.8342,0.6616,0.7345,0.01,False,OK
2026-07-08,18:41:26,4,15,0.7057,0.8396,0.6911,0.7209,48,0.0008371430472490793,128,2,2,6,0.1740023198182718,8,5,0.49,0.39,0.7061,5,0.6736,0.8241,0.659,0.6888,0.0321,False,OK
2026-07-08,22:11:48,4,70,0.7057,0.8292,0.7102,0.7013,128,0.00219546970438341,32,2,2,4,0.037565811319816456,8,5,0.36,0.38,0.7089,51,0.6879,0.8245,0.687,0.6888,0.0178,False,OK
2026-07-08,23:17:08,4,91,0.7049,0.839,0.7038,0.7061,128,0.0014561367781658779,16,3,2,6,0.10911208539375908,16,5,0.31,0.28,0.7094,83,0.6934,0.8351,0.6819,0.7053,0.0115,False,OK
2026-07-08,20:17:53,4,36,0.7049,0.8418,0.6847,0.7264,128,0.002049183978546724,64,2,2,4,0.035718900132974046,8,5,0.34,0.27,0.7065,19,0.6989,0.8368,0.6616,0.7407,0.006,False,OK
2026-07-08,22:43:40,4,81,0.7048,0.8363,0.707,0.7025,128,0.0014306999266381942,8,3,2,6,0.2504040842748183,16,5,0.37,0.36,0.7089,51,0.6874,0.8307,0.6743,0.7011,0.0173,False,OK
2026-07-08,18:52:25,4,17,0.7045,0.8365,0.6911,0.7185,48,0.00025276282263456796,128,3,2,6,0.15359393993152862,8,5,0.43,0.36,0.7061,5,0.6897,0.8279,0.6616,0.7202,0.0149,False,OK
2026-07-08,20:36:43,4,44,0.7045,0.836,0.672,0.7404,32,0.0009387263405256307,128,2,2,6,0.2534148581564103,16,5,0.4,0.28,0.7065,19,0.691,0.8273,0.6514,0.7356,0.0135,False,OK
2026-07-08,21:20:18,4,56,0.7045,0.846,0.672,0.7404,128,0.0017898065289489828,8,2,2,6,0.31932938207084616,16,5,0.39,0.31,0.7089,51,0.6667,0.8329,0.6209,0.7198,0.0378,False,OK
2026-07-08,22:06:05,4,68,0.7041,0.8331,0.6783,0.732,32,0.00045061468400676486,64,3,2,6,0.08298516201363292,8,4,0.45,0.37,0.7089,51,0.6925,0.8325,0.659,0.7296,0.0116,False,OK
2026-07-08,21:37:48,4,61,0.704,0.8426,0.7006,0.7074,48,0.0009266422447015222,128,3,2,6,0.33546272549320005,16,5,0.29,0.37,0.7089,51,0.6923,0.8296,0.687,0.6977,0.0117,False,OK
2026-07-08,20:57:42,4,49,0.7039,0.8413,0.6815,0.7279,48,0.00039724998796660297,256,2,2,3,0.2069558856920532,8,5,0.37,0.35,0.7065,19,0.6924,0.8334,0.6616,0.7263,0.0115,False,OK
2026-07-08,21:23:49,4,57,0.7035,0.8382,0.7102,0.6969,64,0.0005985401380270111,32,2,2,4,0.3438966303636909,8,5,0.27,0.24,0.7089,51,0.7033,0.8406,0.6997,0.7069,0.0001,False,OK
2026-07-08,19:26:01,4,24,0.703,0.8432,0.6975,0.7087,64,0.0003618415435601804,128,3,2,4,0.19653075643493065,8,4,0.33,0.34,0.7065,19,0.7016,0.8346,0.6819,0.7224,0.0015,False,OK
2026-07-08,23:06:55,4,88,0.7026,0.8379,0.6433,0.7739,128,0.0011258304219050879,2,4,2,3,0.19161518901785468,16,5,0.41,0.3,0.7094,83,0.6629,0.8241,0.5929,0.7516,0.0397,False,OK
2026-07-08,23:03:44,4,87,0.7026,0.8432,0.7261,0.6806,128,0.0021988164216446876,4,3,2,3,0.21488776227462175,16,4,0.33,0.34,0.7094,83,0.6995,0.8384,0.7226,0.6778,0.0031,False,OK
2026-07-08,19:48:22,4,30,0.7024,0.8388,0.6879,0.7176,32,0.0003471586815315168,128,3,2,3,0.2232746211441824,8,5,0.33,0.26,0.7065,19,0.6957,0.8323,0.6718,0.7213,0.0068,False,OK
2026-07-08,20:24:34,4,39,0.7021,0.842,0.7357,0.6715,128,0.000736086925565968,64,2,2,4,0.07288965259153743,8,5,0.4,0.48,0.7065,19,0.67,0.8249,0.6921,0.6492,0.0322,False,OK
2026-07-08,19:06:58,4,20,0.7018,0.8379,0.6783,0.727,256,0.0004102582021481928,64,2,2,6,0.059664904815310546,8,5,0.49,0.49,0.7065,19,0.7111,0.8394,0.6794,0.7458,-0.0092,False,OK
2026-07-08,19:58:54,4,32,0.7018,0.8417,0.6783,0.727,256,0.0015482784076836834,256,2,2,6,0.004139218206073873,8,5,0.3,0.24,0.7065,19,0.6792,0.8338,0.6438,0.7188,0.0226,False,OK
2026-07-08,22:41:17,4,80,0.7016,0.8352,0.6178,0.8117,32,0.0012807930021863274,16,2,2,4,0.05810423292505544,8,4,0.6,0.31,0.7089,51,0.6647,0.8354,0.5827,0.7736,0.0369,False,OK
2026-07-08,22:55:35,4,84,0.7012,0.8346,0.6688,0.7368,64,0.000923154259942812,8,4,2,6,0.13813191625213156,16,5,0.44,0.36,0.7094,83,0.6796,0.8308,0.626,0.7432,0.0216,False,OK
2026-07-08,21:26:51,4,58,0.7011,0.8357,0.6911,0.7115,128,0.0008704471398408262,128,3,2,3,0.0035854769447998397,8,5,0.21,0.22,0.7089,51,0.6997,0.8363,0.6819,0.7185,0.0014,False,OK
2026-07-08,20:14:31,4,35,0.701,0.8434,0.672,0.7326,48,0.0007511665710028448,16,2,2,6,0.10063806536870673,8,5,0.42,0.34,0.7065,19,0.6964,0.8353,0.6565,0.7414,0.0046,False,OK
2026-07-08,20:43:56,4,46,0.7008,0.8413,0.7197,0.6828,48,0.00038763514943211533,128,3,2,4,0.15977154163719426,8,5,0.33,0.32,0.7065,19,0.699,0.8357,0.6972,0.7008,0.0018,False,OK
2026-07-08,19:22:24,4,23,0.7006,0.8449,0.7452,0.661,256,0.00022846084515249876,16,4,2,4,0.2164954184984004,8,5,0.31,0.37,0.7065,19,0.6839,0.8314,0.7074,0.6619,0.0167,False,OK
2026-07-08,23:28:24,4,95,0.7,0.8426,0.7134,0.6871,128,0.0020371640489758257,32,3,2,4,0.20101864035461353,8,5,0.28,0.3,0.7094,83,0.6903,0.8297,0.6947,0.6859,0.0097,False,OK
2026-07-08,20:10:14,4,34,0.6998,0.8391,0.6943,0.7055,32,0.00046277398268096973,128,5,2,6,0.08492411647632772,8,5,0.43,0.35,0.7065,19,0.6911,0.8358,0.6718,0.7116,0.0087,False,OK
2026-07-08,19:53:25,4,31,0.6997,0.8401,0.742,0.6619,16,0.0006987752347171837,128,2,2,6,0.16765032977704725,8,5,0.2,0.23,0.7065,19,0.6764,0.8357,0.7684,0.604,0.0233,False,OK
