date,time,seq_length,trial_id,val_f1,val_auc,val_recall,val_precision,d_model,lr,d_ff,e_layers,top_k,num_kernels,dropout,batch_size,patience,val_threshold,best_test_threshold,best_val_so_far,best_trial_id,test_f1,test_auc,test_recall,test_precision,gap_val_test,is_enqueued,status
2026-07-09,04:33:40,16,31,0.7561,0.869,0.7357,0.7778,48,0.00023545782258606825,16,3,2,6,0.32836139927583247,8,5,0.42,0.23,0.7561,31,0.7115,0.858,0.687,0.7377,0.0447,False,OK
2026-07-09,06:12:35,16,54,0.7504,0.8586,0.742,0.759,48,0.000122325833086432,16,4,3,4,0.2652350426026835,8,5,0.42,0.35,0.7561,31,0.7143,0.8654,0.6997,0.7294,0.0361,False,OK
2026-07-09,06:57:12,16,61,0.7496,0.8604,0.7389,0.7607,48,0.00010829581722741831,16,4,2,4,0.24539389936852163,8,4,0.35,0.37,0.7561,31,0.719,0.8599,0.6997,0.7392,0.0306,False,OK
2026-07-09,06:03:42,16,53,0.7492,0.8645,0.7229,0.7774,48,0.00014449101227104533,16,4,2,4,0.2759690653327366,8,5,0.35,0.29,0.7561,31,0.712,0.8614,0.6794,0.7479,0.0372,False,OK
2026-07-09,05:02:39,16,38,0.7488,0.8641,0.7261,0.7729,64,0.00025684102969545346,16,2,2,6,0.3714893313824789,8,3,0.34,0.24,0.7561,31,0.7032,0.8575,0.6692,0.7408,0.0456,False,OK
2026-07-09,05:52:29,16,51,0.7483,0.869,0.7006,0.8029,16,0.0014856790380067828,8,2,2,3,0.3260827992507357,8,5,0.52,0.36,0.7561,31,0.7133,0.8683,0.6616,0.7738,0.035,False,OK
2026-07-09,04:10:49,16,27,0.748,0.8698,0.7325,0.7641,48,0.00047823003079693744,16,3,2,6,0.36463177593272145,8,4,0.44,0.41,0.748,27,0.7183,0.8536,0.6845,0.7556,0.0297,False,OK
2026-07-09,09:22:46,16,91,0.7476,0.865,0.7357,0.7599,16,0.0007751216462254092,8,2,3,3,0.3430266597511517,8,5,0.45,0.46,0.7561,31,0.72,0.8664,0.687,0.7563,0.0276,False,OK
2026-07-09,05:48:26,16,50,0.7458,0.868,0.7102,0.7852,16,0.0012970214641411688,8,2,2,3,0.381181286760409,8,5,0.5,0.31,0.7561,31,0.7135,0.8687,0.659,0.7778,0.0323,False,OK
2026-07-09,04:40:57,16,33,0.7454,0.8622,0.7134,0.7805,48,0.0001891415274740495,16,2,2,3,0.3524380476155371,8,4,0.4,0.3,0.7561,31,0.7035,0.852,0.6641,0.7479,0.0419,False,OK
2026-07-09,05:44:23,16,49,0.7439,0.8655,0.6847,0.8144,16,0.0007578903710810253,8,2,2,3,0.3840581559243976,8,5,0.49,0.38,0.7561,31,0.6983,0.8659,0.6361,0.774,0.0456,False,OK
2026-07-09,09:29:36,16,92,0.7436,0.8566,0.7389,0.7484,128,0.00016405936774733514,16,5,3,4,0.3276559594596813,8,3,0.56,0.52,0.7561,31,0.7027,0.8539,0.6947,0.7109,0.0409,False,OK
2026-07-09,08:25:02,16,79,0.7434,0.8658,0.7197,0.7687,48,0.00022877224269152958,16,5,2,4,0.3305796164481781,8,5,0.4,0.29,0.7561,31,0.7217,0.8576,0.6896,0.757,0.0217,False,OK
2026-07-09,07:03:51,16,62,0.743,0.8592,0.7229,0.7643,48,0.00012997766257380063,16,4,2,4,0.20251409498228112,8,4,0.44,0.41,0.7561,31,0.7156,0.8605,0.6947,0.7378,0.0274,False,OK
2026-07-09,06:26:44,16,56,0.7424,0.8634,0.6975,0.7935,48,0.00011473831585038573,128,4,3,4,0.29687215927608757,8,5,0.46,0.36,0.7561,31,0.6882,0.8548,0.6234,0.768,0.0542,False,OK
2026-07-09,06:49:53,16,60,0.7412,0.8643,0.707,0.7789,64,0.0001375607945026237,16,4,3,4,0.3761808845497103,8,5,0.49,0.37,0.7561,31,0.7026,0.8518,0.6641,0.7457,0.0387,False,OK
2026-07-09,01:56:17,16,1,0.741,0.8593,0.7197,0.7635,48,0.000936,4,2,3,3,0.387,8,5,0.33,0.26,0.741,1,0.7035,0.8511,0.6641,0.7479,0.0375,True,OK
2026-07-09,08:08:39,16,76,0.7407,0.8668,0.7006,0.7857,16,0.0008935356994075658,8,2,2,4,0.31380445501540855,16,5,0.54,0.49,0.7561,31,0.7035,0.8552,0.6641,0.7479,0.0372,False,OK
2026-07-09,06:33:35,16,57,0.7407,0.8626,0.7006,0.7857,128,7.778923079808935e-05,512,3,3,4,0.31855307252575643,8,5,0.46,0.39,0.7561,31,0.6978,0.8489,0.6463,0.7582,0.0429,False,OK
2026-07-09,05:20:07,16,43,0.7398,0.8581,0.7197,0.7609,128,0.0003025126185297635,32,2,3,6,0.28677236538560613,8,3,0.4,0.37,0.7561,31,0.7039,0.8476,0.6743,0.7361,0.0359,False,OK
2026-07-09,04:01:36,16,25,0.7396,0.8631,0.7102,0.7716,48,0.00040313250074929316,16,2,3,6,0.31789845430467545,8,5,0.64,0.48,0.741,1,0.7116,0.8597,0.6718,0.7564,0.028,False,OK
2026-07-09,07:23:25,16,65,0.7391,0.856,0.7038,0.7782,48,5.4299627958410676e-05,16,4,3,4,0.29983152862034856,8,5,0.38,0.3,0.7561,31,0.6935,0.8573,0.6565,0.735,0.0456,False,OK
2026-07-09,08:33:09,16,80,0.7388,0.8671,0.6847,0.8022,48,0.00017307383994185282,16,4,4,3,0.23092840023071948,8,5,0.52,0.34,0.7561,31,0.6927,0.8588,0.631,0.7678,0.0461,False,OK
2026-07-09,09:52:14,16,97,0.7387,0.8597,0.7293,0.7484,48,0.000157853582814703,16,2,2,3,0.3025575637481784,8,5,0.4,0.31,0.7561,31,0.7228,0.8585,0.7099,0.7361,0.0159,False,OK
2026-07-09,08:49:42,16,84,0.7381,0.8626,0.7134,0.7645,48,0.00022323350611810284,8,2,2,4,0.2676586294479303,8,5,0.33,0.27,0.7561,31,0.7008,0.8584,0.6616,0.745,0.0372,False,OK
2026-07-09,04:20:08,16,29,0.7377,0.859,0.6943,0.787,48,0.0003493159246157204,16,2,3,6,0.22312108758553026,8,5,0.59,0.42,0.748,27,0.6886,0.8434,0.6387,0.747,0.0491,False,OK
2026-07-09,09:59:23,16,98,0.7377,0.8665,0.7166,0.7601,48,0.00010899510467515592,16,3,2,6,0.3179477451260751,8,5,0.43,0.34,0.7561,31,0.7037,0.8552,0.6768,0.7328,0.034,False,OK
2026-07-09,03:54:37,16,23,0.7375,0.8595,0.707,0.7708,32,8.057935974019486e-05,64,4,3,3,0.07433434246363921,8,4,0.46,0.36,0.741,1,0.6996,0.8498,0.6667,0.736,0.0379,False,OK
2026-07-09,02:19:01,16,6,0.7372,0.8637,0.7102,0.7663,32,6.342368214226899e-05,32,5,2,6,0.20569377536544464,8,4,0.44,0.25,0.741,1,0.6946,0.8562,0.6539,0.7406,0.0426,False,OK
2026-07-09,05:16:23,16,42,0.7368,0.8559,0.7134,0.7619,64,0.0010369981075843686,16,2,2,6,0.3926385649146474,16,3,0.43,0.36,0.7561,31,0.7088,0.8606,0.6845,0.735,0.028,False,OK
2026-07-09,05:36:10,16,47,0.7367,0.8597,0.7038,0.7727,48,0.0016171870577481205,4,2,4,3,0.3718864986664386,8,5,0.37,0.27,0.7561,31,0.6984,0.8486,0.6539,0.7493,0.0383,False,OK
2026-07-09,05:08:54,16,40,0.7362,0.8613,0.7197,0.7533,48,0.0002699926048545933,128,2,2,3,0.3266151286764196,16,4,0.4,0.35,0.7561,31,0.7226,0.862,0.7125,0.733,0.0136,False,OK
2026-07-09,08:40:44,16,81,0.7356,0.8542,0.7134,0.7593,48,0.0005639665240289446,16,4,3,6,0.36525235040371246,8,4,0.38,0.31,0.7561,31,0.7103,0.8588,0.6768,0.7472,0.0254,False,OK
2026-07-09,08:56:01,16,85,0.7354,0.8623,0.7038,0.77,48,7.341714504431731e-05,64,4,2,3,0.221442743820063,8,4,0.55,0.42,0.7561,31,0.7056,0.857,0.6616,0.7558,0.0299,False,OK
2026-07-09,05:31:00,16,46,0.7351,0.8594,0.707,0.7655,64,7.914740428433165e-05,16,2,2,6,0.21387121060157233,8,3,0.35,0.24,0.7561,31,0.6971,0.859,0.6616,0.7365,0.038,False,OK
2026-07-09,09:34:49,16,93,0.7346,0.862,0.7006,0.7719,256,9.073886867378568e-05,64,5,2,4,0.2877415528647039,8,4,0.59,0.42,0.7561,31,0.6981,0.8538,0.659,0.7421,0.0364,False,OK
2026-07-09,04:47:25,16,35,0.7341,0.8601,0.7166,0.7525,256,0.0002373701539620521,16,2,2,4,0.3030849595237329,8,4,0.49,0.43,0.7561,31,0.7042,0.855,0.6845,0.7251,0.0299,False,OK
2026-07-09,09:06:58,16,88,0.734,0.8633,0.7293,0.7387,48,0.0001746374929302474,16,2,2,4,0.39613846709987316,8,4,0.29,0.21,0.7561,31,0.7082,0.8619,0.6947,0.7222,0.0258,False,OK
2026-07-09,03:07:47,16,17,0.734,0.8545,0.6943,0.7786,32,0.0023697084127249778,8,2,3,4,0.3679365250632362,8,5,0.53,0.39,0.741,1,0.7016,0.8594,0.6641,0.7436,0.0324,False,OK
2026-07-09,02:51:09,16,13,0.734,0.86,0.6943,0.7786,32,6.870843973400602e-05,64,5,3,6,0.128517486963246,8,4,0.35,0.3,0.741,1,0.6901,0.8532,0.6489,0.737,0.0439,False,OK
2026-07-09,05:40:18,16,48,0.7336,0.8625,0.7102,0.7585,48,0.00025582616506185347,2,2,2,3,0.31336293437775675,8,5,0.38,0.3,0.7561,31,0.7016,0.8538,0.6641,0.7436,0.0319,False,OK
2026-07-09,05:56:29,16,52,0.7336,0.8625,0.7102,0.7585,128,0.0025988434392080653,2,2,2,3,0.35764032217000646,8,5,0.33,0.27,0.7561,31,0.6767,0.8479,0.631,0.7294,0.0569,False,OK
2026-07-09,06:18:53,16,55,0.7336,0.8628,0.7102,0.7585,48,0.00015056265546938843,16,5,3,4,0.24056443350429355,16,5,0.47,0.31,0.7561,31,0.7103,0.8553,0.6768,0.7472,0.0233,False,OK
2026-07-09,08:46:12,16,83,0.7332,0.8612,0.6783,0.7978,16,0.0019546668812916623,32,2,2,3,0.317774989316174,8,5,0.49,0.43,0.7561,31,0.686,0.8521,0.631,0.7515,0.0472,False,OK
2026-07-09,02:39:39,16,11,0.7331,0.8618,0.6911,0.7806,32,9.933603902059078e-05,32,5,2,3,0.28877879271718365,8,5,0.49,0.4,0.741,1,0.6938,0.859,0.6514,0.742,0.0393,False,OK
