date,time,seq_length,trial_id,model,val_f1,val_auc,val_recall,val_precision,lr,d_model,d_ff,e_layers,dropout,batch_size,patience,val_threshold,best_test_threshold,best_val_so_far,best_trial_id,test_f1,test_auc,test_recall,test_precision,gap_val_test,is_enqueued,status
2026-07-09,13:03:19,16,37,LSTM,0.7638,0.8719,0.7261,0.8057,0.0012100528027167155,128,256,4,0.2492176156011218,8,5,0.49,0.37,0.7638,37,0.7,0.8594,0.6412,0.7706,0.0638,False,OK
2026-07-09,13:01:55,16,34,LSTM,0.7602,0.8696,0.742,0.7793,0.0006664701295667177,128,256,5,0.3920021668030693,8,5,0.35,0.28,0.7602,34,0.7168,0.8594,0.6667,0.7751,0.0434,False,OK
2026-07-09,13:06:23,16,41,LSTM,0.7597,0.8754,0.7452,0.7748,0.000754436669487125,128,256,3,0.3454017120572679,8,4,0.41,0.42,0.7638,37,0.7218,0.8611,0.6768,0.7733,0.0379,False,OK
2026-07-09,12:43:37,16,3,LSTM,0.7594,0.8707,0.7389,0.7811,0.001,64,128,3,0.2,8,3,0.4,0.38,0.7594,3,0.7125,0.8572,0.659,0.7754,0.0469,True,OK
2026-07-09,13:15:26,16,63,LSTM,0.7584,0.8734,0.7197,0.8014,0.0019144585163633657,64,512,4,0.34032102753043925,16,3,0.44,0.38,0.7638,37,0.708,0.8608,0.6539,0.7718,0.0504,False,OK
2026-07-09,13:30:03,16,98,LSTM,0.7581,0.8694,0.7484,0.768,0.0008612823601169246,128,16,3,0.3907816377415909,8,2,0.41,0.41,0.7638,37,0.7201,0.8513,0.6743,0.7726,0.038,False,OK
2026-07-09,13:00:46,16,32,LSTM,0.758,0.874,0.7134,0.8087,0.0019215522258195518,128,256,3,0.38816642802709656,8,5,0.46,0.3,0.7594,3,0.7041,0.8527,0.6387,0.7844,0.054,False,OK
2026-07-09,13:08:53,16,45,LSTM,0.7574,0.8723,0.6911,0.8378,0.0022613099939318517,64,128,4,0.22087047064525436,16,3,0.54,0.36,0.7638,37,0.7001,0.8564,0.6209,0.8026,0.0573,False,OK
2026-07-09,13:13:29,16,58,LSTM,0.7571,0.8707,0.7197,0.7986,0.0025775438366049566,64,128,5,0.3256373383529514,16,3,0.52,0.42,0.7638,37,0.7212,0.8604,0.6616,0.7927,0.0359,False,OK
2026-07-09,13:16:47,16,66,LSTM,0.7559,0.8752,0.7102,0.808,0.0016363200326175503,128,256,2,0.39452699782887246,8,3,0.54,0.48,0.7638,37,0.7065,0.862,0.6463,0.7791,0.0494,False,OK
2026-07-09,13:10:41,16,50,LSTM,0.7553,0.8697,0.742,0.769,0.0015101092667957829,128,8,4,0.2619390888439978,16,4,0.4,0.37,0.7638,37,0.7067,0.8575,0.6743,0.7423,0.0486,False,OK
2026-07-09,12:51:50,16,19,LSTM,0.7552,0.8717,0.7516,0.7588,0.0005121201398019682,64,64,5,0.37294035529493164,8,4,0.35,0.36,0.7594,3,0.7239,0.8589,0.6972,0.7527,0.0313,False,OK
2026-07-09,12:54:03,16,22,LSTM,0.7551,0.8713,0.707,0.8102,0.0005947277469967725,128,64,5,0.3139837437657386,8,3,0.46,0.4,0.7594,3,0.7074,0.8638,0.6489,0.7774,0.0478,False,OK
2026-07-09,13:10:58,16,51,LSTM,0.7551,0.8718,0.707,0.8102,0.002383682440580279,64,64,4,0.16618976763954296,16,3,0.5,0.41,0.7638,37,0.6986,0.8597,0.631,0.7823,0.0565,False,OK
2026-07-09,13:27:23,16,90,LSTM,0.7549,0.8703,0.6815,0.8458,0.0017547525293566256,128,128,2,0.38828518149785235,16,3,0.54,0.38,0.7638,37,0.6871,0.8539,0.598,0.8076,0.0677,False,OK
2026-07-09,13:26:25,16,87,LSTM,0.7548,0.8735,0.6911,0.8314,0.0010568008583632632,48,128,2,0.18677639694955347,8,4,0.5,0.25,0.7638,37,0.6851,0.8644,0.598,0.802,0.0697,False,OK
2026-07-09,13:12:16,16,54,LSTM,0.7547,0.8696,0.7006,0.8178,0.002681321842127954,64,128,3,0.22287373843460692,16,2,0.36,0.23,0.7638,37,0.7013,0.8617,0.6361,0.7812,0.0535,False,OK
2026-07-09,13:17:29,16,67,LSTM,0.7546,0.8693,0.7197,0.793,0.0017905095404858035,128,256,4,0.183945525957796,8,5,0.4,0.31,0.7638,37,0.6955,0.8558,0.6336,0.7709,0.0591,False,OK
2026-07-09,13:23:35,16,83,LSTM,0.7541,0.8723,0.7325,0.777,0.0013939158117938796,128,256,2,0.3363972647320995,8,3,0.45,0.4,0.7638,37,0.7129,0.8546,0.6667,0.7661,0.0412,False,OK
2026-07-09,12:49:14,16,14,LSTM,0.7541,0.872,0.7325,0.777,0.0028133345537928907,64,256,2,0.37224222815548746,8,5,0.38,0.28,0.7594,3,0.7114,0.8545,0.6743,0.7528,0.0427,False,OK
2026-07-09,12:47:22,16,11,LSTM,0.7538,0.8724,0.7166,0.7951,0.0012608914993782441,48,512,4,0.34190003312788164,8,5,0.38,0.36,0.7594,3,0.7123,0.8593,0.6489,0.7895,0.0415,False,OK
2026-07-09,12:44:36,16,5,LSTM,0.7538,0.8709,0.7166,0.7951,0.000936,48,4,2,0.387,8,5,0.5,0.34,0.7594,3,0.7109,0.8582,0.6539,0.7788,0.0428,True,OK
2026-07-09,12:50:15,16,16,LSTM,0.7532,0.8739,0.758,0.7484,0.0017201142642009584,64,128,2,0.06708586320464441,8,4,0.34,0.31,0.7594,3,0.7218,0.8621,0.6997,0.7453,0.0314,False,OK
